,JobRole,Skills
1454,Senior Cloud Engineer,"kubernetes, redhat openshift, aws cloud, devops, prometheus, cloud computing, eks, communication skills"
1455,Cloud Engineer 6+ Yrs(C2H Role),"Azure, Cloud Engineer, Terraform, Ansible, Azure Kubernetes Service, C2h, Azure Kubernetes, Kubernetes"
1456,"Senior Cloud Engineer - Administration of AWS ,EKS &  Kubernetes tech.","Docker, Senior Cloud Engineer, Administer and manage AWS infrastructure, AWS & EKS Cloud Services, Kubernetes, CI/CD Automation, administration of Kubernetes technologies, Shell Scripting"
1457,Senior Manager - Cloud Engineering and Automation,"project management, automation testing, program management, manual testing, agile management, sql, it management, automation"
1458,Cloud Engineer,"Cloud Engineering, Azure Synapse, Azure Data Factory, data warehouse, Data lakes, PowerBI, Azure Databricks, ETL"
1459,Cloud Engineer,"Cloud Engineering, PowerShell, Azure, Terraform, Azure services, Service Now, IT service management, ITIL processes"
1460,Cloud Engineering Lead Analyst,"Computer science, Cloud Services, Analytical, Cloud, Infrastructure, Healthcare, Oracle, Business solutions"
1461,Cloud Engineering Lead Analyst,"Cloud Services, Analytical, Cloud, Manager Technology, Healthcare, Oracle, Business solutions, Information technology"
1462,Cloud Services Engineer,"python, cloud services, cloud orchestration, cloud technologies, troubleshooting, hive, airflow, sql"
1463,Cloud FinOps Consultant,"Cloud FinOps, Azure, Google Cloud Platform, Apptio SaaS, Tableau, Datadog, AWS, Flexera"
1464,Urgent Hiring For Cloud Team Lead (Immediate joiner),"M365, GCP, Azure Cloud, AWS, Cloud Operations, Cloud Security, Cloud Services, VPC"
1465,GCP Engineer - Remote Resource (Immediate joiners),"GCP Engineer, GCP landing zone, Cloud Storage, GCP, Gcp Cloud, Remote, Cloud, Storage"
1466,Senior Software Engineer - C++ Cloud Services,"Computer science, Automation, Linux, Architecture, GCP, Cloud Services, Cloud, Healthcare"
1467,Cloud Solutions Engineer - Backend,"Computer science, Backend, Manager Quality Assurance, GCP, Analytical, Cloud, Software development life cycle, Continuous improvement"
1468,Cloud Solutions Engineer - Full Stack,"Computer science, Backend, Manager Quality Assurance, GCP, Analytical, Cloud, Software development life cycle, Continuous improvement"
1469,Cloud Solutions Engineer - Frontend,"Computer science, Analytical skills, Architect, Front end, Manager Quality Assurance, GCP, Analytical, Cloud"
1470,"Engineering Manager, Cloud Services","Backend, Architecture, Coding, GCP, Javascript, Agile, Healthcare, Scrum"
1471,Cloud Security Engineering || PAN India || Senior Manager,"cloud security, GCP, IT security, IFS, Javascript, DNS, Software development life cycle, Operations"
1472,Solution Engineer - Cloud Native Engineering,"Networking, Linux, GCP, devops, Cloud, Programming, private cloud, Windows"
1473,Google Cloud Solutions Engineer,"Computer science, Digital media, Managed services, Machine learning, HTML, HTTP, Analytics, Automotive"
1474,Sr. Backend Developer _Noida _Immediate _6+ Years,"NoSQL, AWS, Nodejs, Azure, Postgresql, MongoDB, Google Cloud, GCP"
1475,Java Developer,"Spring Boot, Microservices, java, NoSQL, aws, Hibernate, java backend, Design Patterns"
1476,Senior Manager - IT Systems Engineering,"Reinsurance, SAP, GCP, Director Engineering, Project management, Cloud, Agile, Manager Technology"
1477,GCP DevOps Bangalore Pune Noida,"GCP, Devops, Gcp Cloud, Cloud"
1478,USI R&FA - GITC Cloud - LSA,"Cloud, Internal Audit, OCI, GCP, IBM Cloud, IT auditing, Microsoft Azure, Technology Security"
1479,Application Lead,"data warehousing, software engineering, snowflake, microsoft azure, warehouse, hive, confluence, amazon redshift"
1480,Application Developer,"docker, devops, terraform, gitlab, cloud automation devops, continuous integration, kubernetes, python"
1481,Data Architect - Google Cloud Platform,"Google Cloud Platform, Data Ingestion, DataLake, BigQuery, Data Pipeline, Scala, Data Architect, Data Visualization"
1482,GCP Big Data Engineer/Architect - Data Warehousing,"Data Warehousing, Data Ingestion, BigQuery, Google Cloud Platform, Data Architect, Big Data, Data Visualization, Data Modeling"
1483,Practice Head - Cloud Infrastructure,"Cloud Infrastructure, Azure, Native Cloud, Cloud Computing, Practice Head, IT Automation Tools, Practice Management, Cloud"
1484,Moodle Developer,"Moodle Development, API Integration, cloud services, GCP, test cases, SIS Banner, Salesforce, Moodle"
1485,R&FA|R&LS - FA| Predictive Modelling / AI - ML | SA,"Predictive Modelling, Azure, Automation, Natural Language Processing, Machine Learning, Google Cloud, NLTK, R"
1486,DevOps Engineer,"DevOps, Bash Scripting, Google Cloud Platform, CI/CD, Ruby Programming, Version Control System, Scripting, Python"
1487,Senior Software Engineer,"RTOS, Product management, Automation, GCP, Service engineering, splunk, HTTP, Oracle"
1488,Scala Engineer Data Engineering,"scala programming, gcp, cassandra, data warehousing, data engineering, communication skills, sql, nosql"
1489,Manager Data & Analytics- India,"project management, python, analytical, data, technical infrastructure, analytics tool, interpersonal skills, power bi"
1490,ML Sr. Support Engineer,"algorithms, kubernetes, continuous integration, scikit-learn, ci/cd, storage, docker, tensorflow"
1491,Java Developer  with Spring Boot with any Cloud (AWS/ Azure in Gurgaon,"Java, Spring Boot, AWS, Microservices, Kubernetes, GCP, Spring Batch, Restful Web Api Development"
1492,Backend - Founding Engineer,"Azure, GCP, AWS, Java, algorithms, Retail expansion, Property leasing, NodeJs"
1493,Solution Architect,"Solution architecture, C++, Azure, C, Microservices architecture, Devops, React, Angular"
1494,GCP Professional,"Java, SQL, Python, Cloud Storage, Airflow, BigQuery, IAM, Cloud Composer"
1495,Python Developer  || Python + React,"Python, AngularJS, Web API, Gi, Azure, Python Developer, Full Stack, Redis"
1496,Solutions Architect (Big Data),"SAN, GCP, spark, Cloud, Customer support, Customer service, Project delivery, big data"
1497,Migrations Architect (Big Data),"SAN, GCP, spark, Cloud, Customer support, Customer service, Project delivery, big data"
1498,Sr Software Engineer,"Selection process, GCP, Cloud, Sabre, SAP BW, Manager Technology, Unit testing, sap hana"
1499,Network Security Engineer For Support,"VPN, Palo Alto Firewall, Switching, Gcp Cloud, Palo, GCP, Routing, Firewall"
1500,Java Developer,"NoSQL, Aws Cloud, MySQL, Kafka, Core Java Programming, Maven, LLD, Azure Cloud"
1501,Immediate Joiner For PL SQL/Python Developer,"Data Pipeline, PLSQL, ETL, Python, SQL, GCP, Cloud, Agile"
1502,Moodle Developer ||core Moodle ||  Moodle 4.0+ || GCP cloud services,"Moodle Developer, core Moodle, Moodle 4.0+, GCP cloud services, Cloud Services, Core, GCP, Moodle"
1503,Google Cloud Security Services,"cloud security, Security services, Google, Cloud, GCP, Security"
1504,ML Engineer,"Langchain, Nosql Databases, LLM, llamaIndex, Python, Tensorflow, Pytorch, Azure Machine Learning"
1505,GCP Data Engineer,"data services, GCP, cloud storage, Data, Cloud, Storage"
1506,Cloud Migration Specialist,"Training, GCP, devops, Cloud, Infrastructure, Cost estimation, Management, Troubleshooting"
1507,Node JS Developer,"Backend, GCP, Cloud, Javascript, HTML, Open source, AWS, Ruby on rails"
1508,Data Engineering Architect,"GCP, Bigquery, Data Flow, AWS, Python, Pyspark, Data Engineering, Data Pipeline"
1509,Data Engineer,"Cloud, Spark, Data Modeling, ETL, Python, Data Ingestion, Azure, GCP"
1510,AWS Container Security,"microsoft azure, iac, puppet, saas, aws, continuous integration, ci/cd, vmware nsx"
1511,Application Developer: Google Cloud FullStack,"dbms, react.js, mongodb, ember.js, microsoft windows, android, redhat linux, bootstrap"
1512,GN-Comms & Media- Non Networks - North America-Manager,"microsoft azure, gcp, aws, rally, jira, cables, confluence, project governance"
1513,GN-Comms & Media- Non Networks - North America- Senior Manager,"microsoft azure, gcp, aws, rally, jira, cables, confluence, project governance"
1514,Principal DevOps/SRE Engineer,"Cloud computing, Architecture, GCP, devops, Cloud, Performance testing, Manager Technology, Operations"
1515,SW/App/Cloud Tech Support Analyst,"hlookup, vlookup, sql server, azure cloud, mysql, microsoft power bi, service management, ticketing tools"
1516,Principal Basis Consultant,"SAP, GCP, Consulting, Cloud, Automation tools, SAP Basis, Operations, AWS"
1517,Senior IT Specialist,"GCP, Analytical, Cloud, Scrum, openstack, JIRA, Information technology, Python"
1518,Presales Engineer- Data Centre,"VMware, Presales Support, Cloud Services, Data Center, IT Infrastructure, Server, RPF, Hosting Services"
1519,Data Scientist with GCP Cloud,"Data Science, GCP, Natural Language Processing, Aws Sagemaker, Aiml, Computer Vision, Machine Learning, Deep Learning"
1520,GCP  DevOps Engineer- Devops with GCP,"Virtual Network, Aws Cloud, Gcp Cloud, Storage, Compute, VPC, Functions, Azure Service Bus"
1521,Hiring Data Engineer (Microsoft Fabrics),"Pyspark, Data Bricks, Azure Data Factory, Aws Data Lake, Data Engineering, Sql Dw, Azure Databricks, SQL Azure"
1522,Platform Engineer - Client Engineering,"training, artificial intelligence, data science, onboarding, microsoft azure, kubernetes, continuous integration, ibm cloud"
1523,SAP MDM Engineering Manager,"SAP MDM, data management, sap, microsoft azure, sap analytics cloud, reltio, data bricks, sap s hana"
1524,"Engineer, AVP","RDBMS, Axiom v9, Axiom V10, Oracle 19c, SQL queries, Unix shells scripting, Oracle 18g, Oracle 12C"
1525,Senior Engineer Consultant- AI Science,"Artificial Intelligence, Research and Development, Java, Azure, C++, GCP, debugging, AI modeling"
1526,Data Engineer: Data Platforms-Google,"sql, gen, bigquery, cloud sql, python, hive, java, postgresql"
1527,Application Lead,"microsoft azure, google, cloud platform, platform architecture, software engineering, kubernetes, oracle, enterprise architecture"
1528,Application Developer,"database design, java, spark, software engineering, google, dbms, sql, ansible"
1529,Security Architect,"it risk management, cloud security, microsoft azure, threat modeling, aws, risk assessment, risk management, security assessment"
1530,Security Architect,"cloud security, information technology, microsoft azure, checkpoint next generation firewall, aws, checkpoint, security assessment, cyber security"
1531,Data Engineer: Data Platforms-Google,"sql, gen, bigquery, cloud sql, python, hive, java, postgresql"
1532,Technology Account Lead,"cloud orchestration, database performance tuning, data engineering, big data, pubsub, cloud sql, data services, mapr"
1533,Application Support Engineer,"python, new relic, microsoft azure, cloud platforms, site reliability engineering, kubernetes, github, redhat linux"
1534,Cloud Platform Architect,"cloud application development, cloud security, google, cloud platform, software engineering, application design, microsoft azure, cloud architecture"
1535,Security Architect,"cloud security, information technology, hipaa, security framework, pci, security compliance, cyber security, dss"
1536,Security Architect,"cloud security, identity access management, active directory, aws, okta, python, security assessment, network security"
1537,Data Platform Engineer,"google, data engineering, cloud platform, data modeling, platform architecture, python, data services, confluent"
1538,Data Platform Engineer,"google, data engineering, cloud platform, data modeling, platform architecture, python, data services, confluent"
1539,Service Management Practitioner,"performance tuning, cloud platforms, site reliability engineering, j2ee, solution integration, kubernetes, python, nagios"
1540,Product Manager,"Product quality, Product engineering, Senior management, GCP, Cloud Services, Project management, Technology solutions, Distribution system"
1541,GCP  Lead Engineer,"kubernetes, trend, cloud migration, ci/cd, cloud, assessment, gen, current"
1542,Data Engineer- (Supp),"azure databricks, modeling, scala, azure synapse, datafactory, pyspark, data warehousing, microsoft azure"
1543,DevOps Engineer,"node.js, python, gcp, devops, linux, cloud platform, communication skills, nosql"
1544,Database Architect,"public cloud, snowflake, gcp, design, mdm, microsoft azure, cloud platforms, sql server"
1545,Dot Net Developer,"Software Architecture Design, C#, Angular, Leadership Skills, Rest, MySQL, Javascript, AWS"
1546,Big Data Developer,"Big Data, Hive, Azure Cloud, GCP, Hadoop, Mapreduce, Spark, AWS"
1547,Principal DevOps/SRE Engineer,"Cloud computing, Architecture, GCP, devops, Cloud, Performance testing, Manager Technology, Operations"
1548,Operations Engineer,"Computer science, Automation, orchestration, GCP, Configuration management, Troubleshooting, Information technology, Operations"
1549,Azure Cloud Engineer,"Computer science, Cloud computing, Networking, Infrastructure management, VPN, Agile, microsoft, Information technology"
1550,Project Manager Cloud Engineering,"Service management, Career development, Change management, Operational risk, Finance, Problem management, Agile, Incident management"
1551,Project Manager Cloud Engineering,"Service management, Career development, Change management, Operational risk, Finance, Problem management, Agile, Incident management"
1552,Aws Cloud Engineer,"Aws Cloud, Aws Lambda, Aws Devops, Terraform, Amazon Redshift, Aws Glue, aws, Devops"
1553,Cloud Engineer,"SQL Database, Aws Db, Amazon Rds, SQL, Cloud, AWS, Db, DBMS"
1554,Azure Certified Cloud Engineer | Package up To 8 LPA,"Azure Certified, MCSE, ITIL, Cloud Infrastructure, Azure Cloud, Microsoft Certified IT Professional, Microsoft Certified, MS Dynamics CRM"
